  夜半鬼敲门4：致命的家.House.IV.1992.1080p.BluRay.x264.DTS-FGT.8.38GB,magnet:?xt=urn:btih:cae7949484fd291c94e3994b669fb30d12b7f7e1  ,,
  篮板球.Rebound.2005.1080p.WEBRip.DD5.1.x264-monkee.7.54GB,magnet:?xt=urn:btih:d6e909152c137624bc42cdd8251ca979859a1227  ,,
  舞者梦.Dancing.Across.Borders.2010.1080p.BluRay.x264-CiNEFiLE.6.56GB,magnet:?xt=urn:btih:fc720e2a513facbfe69665267e511aacd12aaa65  ,,
  普米亚历险记.Journey.to.Promethea.2010.1080p.BluRay.x264.DTS-FGT.4.73GB,magnet:?xt=urn:btih:4c78ae495ad3912bdddf8e6eb61dbba1ef7b1dbe  ,,
  女伯爵.The.Countess.2009.720p.BluRay.H264.AAC-RARBG.1.21GB,magnet:?xt=urn:btih:3aa790dc2a8cb41298733cbac57478fc81778a97  ,,
  森林里的男人.When.A.Man.Falls.In.The.Forest.2007.1080p.BluRay.x264.DD5.1-FGT.3.73GB,magnet:?xt=urn:btih:402da19a6186a6a0fa96bac9483a75eaca8589ca  ,,
  亲爱的盖西先生.Dear.Mr.Gacy.2010.720p.BluRay.H264.AAC-RARBG.1.24GB,magnet:?xt=urn:btih:aead3ca215fe28582809054104bb1e364a5bb218  ,,
  疯狂汽车秀：启示录.Top.Gear.Apocalypse.1080p.BluRay.x264-WAVEY.6.55GB,magnet:?xt=urn:btih:cee26a5811849e81d7a5180fe529aa78ccfdb9e4  ,,
  龙珠Z特别篇：绝望的反抗!!.仅存的超战士悟饭和特兰克斯.Dragon.Ball.Z.The.History.Of.Trunks.1993.1080p.BluRay.x264-AERO.4.37GB,magnet:?xt=urn:btih:535d7bb45c967b8886734dc984a657fe7992ed90  ,,
  透明.Transparency.2010.BluRay.720p.DTS.x264-CHD.4.41GB,magnet:?xt=urn:btih:de7b7564cc0678c7d74a2879a99e6a527895bbfc  ,,
  请给予.Please.Give.2010.BluRay.720p.DTS.x264-CHD.4.4GB,magnet:?xt=urn:btih:a6d3906b9684f8758b3be97848f680f46ced54b0  ,,
  爱情牧场.Love.Ranch.2010.1080p.BluRay.x264.DTS-FGT.8.21GB,magnet:?xt=urn:btih:e4aaa59bef8eb9dcab5ec44c1f23b01ca9b89bd2  ,,
  来自海滨的问候.Greetings.from.the.shore. 2007 .720p.BRRiP.H.264.AAC.-.ExtraTorrentRG.2.21GB,magnet:?xt=urn:btih:aead8d77ab9b95b93c2e9b21c4274a59121fdc10  ,,
  生存还是毁灭之特警新人王.Dead.or.Alive.Final.2002.720p.BluRay.x264-USURY rarbg .3.28GB,magnet:?xt=urn:btih:7f85783800136b445a42c553801ea3394915af89  ,,
  大灌篮.Kung.Fu.Dunk.2008.1080p.BluRay.x264-AVCHD.7.96GB,magnet:?xt=urn:btih:75bd02e45b73b38345e2924d239160972e115f8c  ,,
  整编特工.Killers.2010.720p.BluRay.H264.AAC-RARBG.1.22GB,magnet:?xt=urn:btih:36a511a11b9d2a6a324edcb775a6d612e6edfca4  ,,
  路德维希.Ludwig.1973.1080p.BluRay.x264-USURY.21.86GB,magnet:?xt=urn:btih:b52afb9cc1913993b4e48ea7417d50cf975a4d6e  ,,
  幽灵战队.Ghost.Machine.2009.1080p.BluRay.H264.AAC-RARBG.1.76GB,magnet:?xt=urn:btih:4784a434a6d8b75d7e99a1d302fa65971a50fa63  ,,
  单身女孩.Sex.and.the.Single.Girl.1964.1080p.WEBRip.DD2.0.x264-SbR.10.23GB,magnet:?xt=urn:btih:b47381ede9485a4aa12dba18fc4addad38edfff1  ,,
  多余的人.The.Extra.Man.2010.720p.BluRay.H264.AAC-RARBG.1.3GB,magnet:?xt=urn:btih:9ab421c46ddb294f6023c0af9e75e7d4da085a1a  ,,
  Beauty.is.Embarrassing.2012.1080p.WEBRip.DD5.1.x264-monkee.7.06GB,magnet:?xt=urn:btih:37f5121455c3ad14662304880234136dd0116938  ,,
  国家地理：冷酷宿敌.National.Geographic.Relentless.Enemies.2006.1080p.BluRay.x264-SSF.6.56GB,magnet:?xt=urn:btih:70a5997b8a7977692bced463bbd88f140643c3f3  ,,
  探索频道：.非洲超级七兽.Africas.Super.Seven.2008.1080p.BluRay.x264-SSF.4.37GB,magnet:?xt=urn:btih:3e25524ea66d4c059c5d0b1d5fe954e9b7a4519c  ,,
  海底世界3D.IMAX.Under.The.Sea.2009.1080p.BluRay.x264-Cartier.4.37GB,magnet:?xt=urn:btih:e9b7eb7250134db38aa7e1b59ec24ee40c8a49e2  ,,
  杀出狂人镇.The.Crazies.2010.US.BluRay.720p.DTS.x264-CHD.4.41GB,magnet:?xt=urn:btih:1a89ff555e034e68bce59ee6093a1e8a6b73c36c  ,,
  末路选择.La.Mission.2009.1080p.Bluray.X264-DIMENSION.10.93GB,magnet:?xt=urn:btih:a8096474ea4dbc8fd7e3bf67a0383d66fa37b6ee  ,,
  风流怨妇.Love.Has.Many.Faces.1965.1080p.WEBRip.DD2.0.x264-SbR.11.15GB,magnet:?xt=urn:btih:f31c4b11f70065f238ae04c3530c334341624c79  ,,
  舞力对决.Street.Dance.2010.720p.BluRay.H264.AAC-RARBG.1.19GB,magnet:?xt=urn:btih:f2c24cef44180eb159d689c01c81f98c6b550805  ,,
  强袭猛攻.Beatdown.2010.720p.BluRay.H264.AAC-RARBG.1.09GB,magnet:?xt=urn:btih:a752d4dde23b74f6e5c39286294297168873cb2f  ,,
  8213.Gacy.House.2010.1080p.BluRay.x264.DTS-FGT.4.87GB,magnet:?xt=urn:btih:d373b884374249ec8f997960a35ca0c5ad298929  ,,
  死亡标记.Marked.For.Death.1990.720p.BluRay.H264.AAC-RARBG.1.13GB,magnet:?xt=urn:btih:f9df77de30daf899fb30eb096dea47d8f061d5b0  ,,
  Nick.Nolte.No.Exit.2008.1080p.WEBRip.DD2.0.x264-monkee.4.29GB,magnet:?xt=urn:btih:97d90adbfc3fac8f73897227cedc8ab5b88584d4  ,,
  我为什么结婚了？.Why.Did.I.Get.Married.2007.1080p.BluRay.x264-CiNEFiLE.7.94GB,magnet:?xt=urn:btih:bf2df122eb1eb55ba92587fd8aa28a4860e0911c  ,,
  Come.Hell.or.High.Water.aka.Pray.for.Hell.2008.1080p.BluRay.x264-PUZZLE.6.56GB,magnet:?xt=urn:btih:e0fbe22486f9676bd07604683a6c8ed944ce7fab  ,,
  范迪门斯地.Van.Diemens.Land.2009.1080p.BluRay.H264.AAC-RARBG.1.91GB,magnet:?xt=urn:btih:dc89608e452a2bbce81a5363691e865322d898c9  ,,
  双重火力.Double.Team.1997.720p.WEB-DL.DD5.1.H264-FGT.2.9GB,magnet:?xt=urn:btih:a3ce770f7e8c6faab8e35555bb01b13604bef6f9  ,,
  城市广场.Agora.2009.BluRay.720p.DTS.x264-CHD.6.59GB,magnet:?xt=urn:btih:203ceb7f00fc04848d4815c7ab74c1f609cc0616  ,,
  十一罗汉.Oceans.Eleven.1960.1080p.BluRay.x264-KaKa.8.74GB,magnet:?xt=urn:btih:6b4fd35450503c3873b74eb11c96300c1def577c  ,,
  造物复仇.Revenge.of.the.Creature.1955.720p.BluRay.x264-PSYCHD.4.37GB,magnet:?xt=urn:btih:1086f4f659209521599804e51cef9b344394d872  ,,
  食人鱼.Piranha.1978.720p.BluRay.x264-WARHD.4.47GB,magnet:?xt=urn:btih:d2ddee678810f4024e3086aa49b41d5432cc855e  ,,
  决战太空.Retrograde.2004.1080p.BluRay.x264-LCHD.6.55GB,magnet:?xt=urn:btih:12658a5b7dbeae1cf1f8c8c67418dbb8ec7ece64  ,,
  三十极夜2：黑暗的日子.30.Days.of.Night.Dark.Days.2010.Bluray.720p.DTS.x264-CHD.4.4GB,magnet:?xt=urn:btih:914de75bb2826c923236e81083e17df6be2e4c66  ,,
  大赌局.The.Grand.2007.720p.BluRay.H264.AAC-RARBG.1.26GB,magnet:?xt=urn:btih:9400bb62482d6d1c0313fd2db92c368bf79b641c  ,,
  吸血鬼.The.Vampire.1957.1080p.BluRay.x264.DTS-FGT.6.93GB,magnet:?xt=urn:btih:7c4a6d991ad9972d177c07b97d8ac42902f9e655  ,,
  生存还是毁灭之犯罪者.Dead.or.Alive.1999.1080p.BluRay.x264-USURY rarbg .7.65GB,magnet:?xt=urn:btih:98f4484aa672e3e0ae4485c081952d591ce86a50  ,,
  Hellbent.1988.1080p.BluRay.x264.DTS-FGT.7.81GB,magnet:?xt=urn:btih:56d336761b2b10d440f47281ecd8b1439053f11a  ,,
  战地新娘.I.Was.a.Male.War.Bride.1949.1080p.WEBRip.DD2.0.x264-SbR.9.92GB,magnet:?xt=urn:btih:4b8c2f3bceec502c06aa033cf6aba19ec5b9e694  ,,
  舞台丽人.Stage.Beauty.2004.720p.BluRay.H264.AAC-RARBG.1.28GB,magnet:?xt=urn:btih:ae7a24576594d88a9bf75bd63188e64d8af41b1e  ,,
  夜半鬼敲门.House.1985.720p.BluRay.X264-AMIABLE rarbg .5.47GB,magnet:?xt=urn:btih:364fe0a73dd052b752b0bc68e2b4e92c5256aaee  ,,
  The.Covenant.Brotherhood.Of.Evil.2006.1080p.BluRay.x264-FLHD.6.56GB,magnet:?xt=urn:btih:1bd7efcaefbba71089ae186905607cd3424a372a  ,,
  奇袭60阵地.Beneath.Hill.60.2010.720p.BluRay.x264-aAF.6.55GB,magnet:?xt=urn:btih:9be13b0a94d410a64491b418247e8ae1ec6ac289  ,,
  The.Law.and.the.Lady.1951.1080p.WEBRip.DD2.0.x264-SbR.10.26GB,magnet:?xt=urn:btih:181cacd4be95173e298c2ada312f5dcae0bf22ff  ,,
  十三岁.Thirteen.2003.720p.BluRay.x264-GUACAMOLE rarbg .4.36GB,magnet:?xt=urn:btih:7105d47af602193bf1405daaaeb89f2bff9df303  ,,
  终点之城.The.City.Of.Your.Final.Destination.2009.1080p.BluRay.x264-LCHD.7.94GB,magnet:?xt=urn:btih:5383ad124d06c0666ad4242cc79f98cbcab6a6d1  ,,
  九死.Nine.Dead.2010.720p.BluRay.H264.AAC-RARBG.1.05GB,magnet:?xt=urn:btih:da16d12f668fca1ab3ca2336f49b209f29963590  ,,
  杀绝.1978.简繁中字£CMCT__.3.01GB,magnet:?xt=urn:btih:a94e1788b5a853076afac592730a6c989841b643  ,,
  生存还是毁灭之逃亡者.Dead.or.Alive.2.Birds.2000.720p.BluRay.x264-USURY rarbg .4.37GB,magnet:?xt=urn:btih:abea771a316466d0fcabd180c15d34348faf4e28  ,,
  洛夫克拉夫特：未知的恐惧.Lovecraft.Fear.of.the.Unknown.2008.1080p.BluRay.x264-PUZZLE.8.75GB,magnet:?xt=urn:btih:c0b5cf21013faac7281e4b908f4d6d20eb9ef5d6  ,,
  愤怒:罗南的故事.Fury.The.Tales.Of.Ronan.Pierce.2014.720p.BluRay.H264.AAC-RARBG.1.1GB,magnet:?xt=urn:btih:c4d8ef1b2c55a15bd4185837a8fe2a7a7da1accb  ,,
  魔偶奇谭.Puppet.Master.1989.1080p.BluRay.x264-SSF.6.55GB,magnet:?xt=urn:btih:58302c98f71171b2f5940e64934ae389eac3a4ec  ,,
  晴空战士.Sky.Blue.2003.720p.BluRay.H264.AAC-RARBG.1.04GB,magnet:?xt=urn:btih:96b182da323fc26cace37eb94196be3e956eb324  ,,
  傀儡王：邪恶轴心.Puppet.Master.Axis.of.Evil.2010.1080p.BluRay.x264-THUGLiNE.7.95GB,magnet:?xt=urn:btih:6e6ff7c44c1012658d884eea2abbd303ca45fd79  ,,
  陵园路口.Cemetery.Junction.2010.720p.BluRay.H264.AAC-RARBG.1.15GB,magnet:?xt=urn:btih:b99b6b4dea6fae2a36a8cc8d1083dc9b9ab4b701  ,,
  龙珠Z剧场版12：复活的融合!!.悟空和贝吉塔.Dragon.Ball.Z.Fusion.Reborn.1995.1080p.BluRay.x264-AERO.4.37GB,magnet:?xt=urn:btih:62c7c6badfeabb74b185ac11287f3bb201cfc7da  ,,
  重庆森林.Chungking.Express.1994.720p.BluRay.x264.DTS.AC3.3Audio-HDWinG.8.02GB,magnet:?xt=urn:btih:29b7717fa43b5ee5b73a5e7d1c7031e24139c7ba  ,,
  冲破黑暗谷.Tommy.1975.720p.BluRay.H264.AAC-RARBG.1.35GB,magnet:?xt=urn:btih:04f574bacbaf861eae2f68cdd1047acc18527a20  ,,
  黎巴嫩.Lebanon.2009.720p.BluRay.x264-AVCHD. PublicHD .mkv.4.36GB,magnet:?xt=urn:btih:6e1b8d7c4ef24fa55be9856fc6bfb8629e792852  ,,
  消失的天猫座.The.Missing.Lynx.2008.1080p.BluRay.x264-PUZZLE.6.56GB,magnet:?xt=urn:btih:0b0a8066520933331108c33d1d1168e60bbac31e  ,,
  飞天巨桃历险记.James.And.The.Giant.Peach.1996.720p.BluRay.H264.AAC-RARBG.984.2MB,magnet:?xt=urn:btih:996df30bbef3bb142e920b3dcc1818d3af3be707  ,,
  蓝勋飞行员.The.Blue.Max.1966.720p.BluRay.H264.AAC-RARBG.1.88GB,magnet:?xt=urn:btih:9c003309a7450c351e707e127e0f49bc363c2b44  ,,
  所有的奇迹.The.Wonder.of.it.All.2007.1080p.BluRay.x264-PUZZLE.6.56GB,magnet:?xt=urn:btih:f31ac72b5bfea512b306b836102364c88fe3d24d  ,,
  印度之行.Passage.To.India.1984.1080p.BluRay.x264-Japhson.10.93GB,magnet:?xt=urn:btih:7965088870c89913855894ca3991c8bce312b0f8  ,,
  阳光巴里和迪斯科蚯蚓.Sunshine.Barry.And.The.Disco.Worms.2008.1080p.BluRay.x264-SSF.4.37GB,magnet:?xt=urn:btih:0c09ab3a4a2e1f59f9d3ecede6fc322f6549cb82  ,,
  麻木.Numb.2007.720p.BluRay.H264.AAC-RARBG.1.13GB,magnet:?xt=urn:btih:100f749bcbcc4cae319ae2daee3e3b7f5dba5aca  ,,
  赵氏孤儿.Sacrifice.2010.CN.BluRay.1920x860p.x264.AC3-KOOK. 简繁中字 .9.83GB,magnet:?xt=urn:btih:b6139b4aa89a7ed30c195a1583a2f52e01e5c733  ,,
  惩罚者.The.Punisher.1989.720p.BluRay.H264.AAC-RARBG.1.08GB,magnet:?xt=urn:btih:febfa75adbe366a305e41f56b414b2e0a131b4f1  ,,
  失落的泪珠钻石.The.Loss.Of.A.Teardrop.Diamond.2008.720p.BluRay.H264.AAC-RARBG.1.24GB,magnet:?xt=urn:btih:512b3e1cfa62fc39355ac4670e16060f705b5774  ,,
  红潮风暴.Crimson.Tide.1995.720p.BluRay.H264.AAC-RARBG.1.4GB,magnet:?xt=urn:btih:32c191efcf303e0b57219a04e3e2e3bb1a7209a6  ,,
  复仇之谜.Aenigma.1987.720p.BluRay.x264-GHOULS.3.28GB,magnet:?xt=urn:btih:b5c1f65c69e20862c6817a872e0a04f3831a647a  ,,
  花豹少女队3：同一个世界.The.Cheetah.Girls.One.World.2008.1080p.Bluray.x264-PUZZLE.6.56GB,magnet:?xt=urn:btih:2eddad207f2f4b739e42bcef94ad9e7d0ab6407b  ,,
  情欲千里难别天.Going.Under.2004.720p.BluRay.x264-BRMP.4.42GB,magnet:?xt=urn:btih:3801e64885c029d90f1da50142b6a8bf57110be1  ,,
  苦战科科达.Kokoda.The.39th.Battalion.2006.720p.BluRay.H264.AAC-RARBG.1.16GB,magnet:?xt=urn:btih:414f51b3eeddd730158133c27b24a74a96fa6621  ,,
  复制人.Replicant.2001.720p.BluRay.x264.YIFY.802.73MB,magnet:?xt=urn:btih:bda52e5de0c8759e69fe8f843ed04f8f70e26298  ,,
  致命报应.The.Reaping.2007.720p.BluRay.H264.AAC-RARBG.1.2GB,magnet:?xt=urn:btih:aeb85caec9cef0c6ea30c0b3fdc3531f123d54b9  ,,
  苦涩的收割.Bitter.Harvest.2017.1080p.BluRay.x264-Manning PRiME .7.58GB,magnet:?xt=urn:btih:3cf5187087f835093fe5d1f102767306a3ab0bf3  ,,
  动物农场.Animal.Farm.1954.720p.BluRay.X264-AMIABLE.2.21GB,magnet:?xt=urn:btih:bc0bf7d5742db327c8f8e37051fb8532c78764ae  ,,
  丧尸皇帝.The.Zombie.King.2012.720p.BluRay.x264-RSG. PublicHD .2.02GB,magnet:?xt=urn:btih:935f74548259a66a54d14fb61bdee757e4f4ef05  ,,
  疗养怨.Eloise.2017.720p.WEB-DL.H264.AC3-ETRG.2.84GB,magnet:?xt=urn:btih:22216978a679d3f8e8f671345ae40ba5148ab326  ,,
  救女心切.Inhale.2010.720p.BluRay.H264.AAC-RARBG.1.01GB,magnet:?xt=urn:btih:9c24dd211160a3e9e2a43184e07ff58b14b3cc71  ,,
  巨人：福宾计划.Colossus.The.Forbin.Project.1970.720p.BluRay.X264-AMIABLE rarbg .3.28GB,magnet:?xt=urn:btih:7b3eef1deda17fa31ebd6e25641f58a519412c42  ,,
  Return.to.the.Batcave.The.Misadventures.of.Adam.and.Burt.2003.1080p.BluRay.x264-SONiDO.5.46GB,magnet:?xt=urn:btih:d87f6829d68f06d6a408bc82ff2c52736a725678  ,,
  别有洞天.IMAX.Journey.Into.Amazing.Caves.2001.1080p.BluRay.x264-aAF.2.65GB,magnet:?xt=urn:btih:c0d2a90e43bf852c815ee4c7b74cbcbd10034bcd  ,,
  纽约客的故事.Happythankyoumoreplease.2011.1080p.BluRay.x264-hd4u.6.55GB,magnet:?xt=urn:btih:0cc3acd382e88f5db64b6d25c9b27d8a1357584f  ,,
  冰风暴.The.Ice.Storm.1997.720p.BluRay.H264.AAC-RARBG.1.37GB,magnet:?xt=urn:btih:f343db856b53ceebe831a7a33d11f7cbfb4633bb  ,,
  恶人湖.Wicked.Lake.2008.1080p.BluRay.x264-PUZZLE.6.56GB,magnet:?xt=urn:btih:d9d0d05ed37b78fd58a8a5715200281866d48a47  ,,
  裸体切割.In.the.Cut.2003.720p.BluRay.H264.AAC-RARBG.1.44GB,magnet:?xt=urn:btih:503f4b2a7511733ae607509ad9a5f5e7745fed5e  ,,
  重创.Savaged.2013.UNCUT.720p.BluRay.H264.AAC-RARBG.1.15GB,magnet:?xt=urn:btih:84ad177ce538672d1905502fa33443da607ef5d2  ,,
  普西瓦格纳.Pushwagner.2011.1080p.BluRay.x264-HD4U.5.46GB,magnet:?xt=urn:btih:20d8a8ca72299df16382f3c947ab16be13d0cdeb  ,,
  雄霸天下.Becket.1964.720p.BluRay.H264.AAC-RARBG.1.79GB,magnet:?xt=urn:btih:e2bcdbb9f5b58283cb723ec50b975afbc1918ef0  ,,
  处死国王.To.Kill.a.King.2003.720p.BluRay.H264.AAC-RARBG.1.24GB,magnet:?xt=urn:btih:5bbc87a04d0c1ad69818fbc6c4b0601b6cbc011c  ,,
  陆军野战医院.1970.中英字幕£CMCT轻轻.3.5GB,magnet:?xt=urn:btih:43ba9f9aad6e114bc6b17d13cd36cd8ee6cbc4ba  ,,
  Great.White.Odyssey.2008.1080p.BluRay.x264-HD4U.3.28GB,magnet:?xt=urn:btih:4c9c5a84d60e3d65029dcd9c756396ecee55b9e4  ,,
  复仇：一个爱情故事.Vengeance.A.Love.Story.2017.720p.WEB-DL.XviD.AC3-FGT.2.88GB,magnet:?xt=urn:btih:5d5e02d8e4079fa1b317a96f02f6172be431d03d  ,,
  玫瑰人生.The.Passionate.Life.Of.Edith.Piaf.2007.1080p.BluRay.x264-LCHD.8.74GB,magnet:?xt=urn:btih:5c22af9760b9fc3c9071ae693fb7f24168508d92  ,,
  太平间闹鬼事件2：佐治亚鬼屋事件.The.Haunting.in.Connecticut.2.Ghosts.of.Georgia.2013.720p.BluRay.H264.AAC-RARBG.1.2,magnet:?xt=urn:btih:94693c40beb1f39f9249e04bfaf04b77d1151fd8  ,,
  宿命.Dead.Cert.2010.BluRay.720p.DTS.x264-CHD.3.56GB,magnet:?xt=urn:btih:e4dd6822203b29b793a6552467c99ac962d266d1  ,,
  烈血大风暴.Mississippi.Burning.1988.720p.BluRay.H264.AAC-RARBG.1.54GB,magnet:?xt=urn:btih:90879edaab4b57ffb68fff0f4807f263058e8e69  ,,
  Ghosts.of.Goldfield.2007.720p.BluRay.H264.AAC-RARBG.1.01GB,magnet:?xt=urn:btih:de7150b185472a24e10d628bbb6f295e836100f1  ,,
  慢性.Chronic.2015.720p.WEB-DL.XviD.AC3-FGT.2.79GB,magnet:?xt=urn:btih:512be5b0cf1fef8a8e38fe61d51b177f4649ede7  ,,
  The.Jetsons.And.WWE.Robo.WrestleMania.2017.720p.WEB-DL.XviD.AC3-FGT.2.39GB,magnet:?xt=urn:btih:4928f2d8946b8a5783a7d6cd7946bd9210121191  ,,
  你好，疯子！.The.Insanity.2016.4k&1080p.WEB-DL.x264.AAC-HQC.8.43GB,magnet:?xt=urn:btih:32ca48056f1ac91c60c90abf3bcaaa99e1986ac6  ,,
  性冷淡.Sexless.2016.720p.WEB-DL.H264.AAC-QUiCKY.mp4.1.88GB,magnet:?xt=urn:btih:f688e83cd9c0d0de133daadae163c19756539b3b  ,,
  东方不败之风云再起.1993.国粤双语.简繁中字£CMCT__.3.41GB,magnet:?xt=urn:btih:c887b13422d6456344e8c461a6f31e946f106586  ,,
  ___.___.2016.HDRip.1080p.H264.AAC-STY.mp4.1.38GB,magnet:?xt=urn:btih:d0f50e413e28cb4d7a9297da756bc39c855fb4ae  ,,
  Split.2016.1080p.WEB-DL.DD5.1.H264-FGT.3.15GB,magnet:?xt=urn:btih:e7ad70a09c3f8b8069db3bcd3d38dd1f4820fdae  ,,
  天国降临.Kingdom.Come.2001.1080p.BluRay.x264.DD2.0-WOMBAT.3.52GB,magnet:?xt=urn:btih:48f80e160799edff26319607020a6c488faa086c  ,,
  失去了猫电晕.Lost.Cat.Corona.2017.720p.WEB-DL.XviD.AC3-FGT.2.45GB,magnet:?xt=urn:btih:512131549f4c05f949fe0505a6ef3a1f77ff9ad5  ,,
  鬼玩人1.1981.中英字幕£CMCT春树.2.6GB,magnet:?xt=urn:btih:60ea0f26ee60cd31bc55a52073e613a02104ade6  ,,
  契克.Tschick.2016.720p.BluRay.x264-NODLABS.4.37GB,magnet:?xt=urn:btih:d1eb552d861ae17835a7bbe340283bde1f7509e1  ,,
  Dont.Worry.Baby.2015.1080p.WEB-DL.DD5.1.H264-FGT.3.32GB,magnet:?xt=urn:btih:7cdaa160b145573920f401383c5380f46f54f05f  ,,
  图书馆员：寻找命运之矛的探险.The.Librarian.Part1.Quest.For.The.Spear.2004.1080p.BluRay.x264-FLHD.7.95GB,magnet:?xt=urn:btih:7e17de718df66e80c048f3ee66d628dc459fe335  ,,
  Deserted.2016.720p.WEB-DL.XviD.MP3-FGT.2.98GB,magnet:?xt=urn:btih:030a418831ec0663a22b8aba37b4334d9de23dcf  ,,
  面条侠.Spaghettiman.2017.1080p.WEB-DL.DD5.1.H264-FGT.2.97GB,magnet:?xt=urn:btih:a3d27c92b8563adf544110f89aa7194b7c0a9670  ,,
  死亡.Die.2010.720p.BluRay.H264.AAC-RARBG.1.11GB,magnet:?xt=urn:btih:a61729782533beb9e856235ac56a8fcccfff2369  ,,
  支手轰天.Army.of.One.1993.720p.BluRay.H264.AAC-RARBG.1.24GB,magnet:?xt=urn:btih:f5eee24b64eb2b04e1ab0bd2d5d4449d4014e67c  ,,
  The.Channel.2016.720p.BluRay.H264.AAC-RARBG.1.15GB,magnet:?xt=urn:btih:bb0e1625c618b1495e1268a4b52e9ddf390d9993  ,,
  夜半鬼敲门.III.The.Horror.Show.1989.1080p.BluRay.x264-KaKa. PublicHD .6.55GB,magnet:?xt=urn:btih:65079087f45e188e5539007a1d24d664de9b5639  ,,
  The.War.Within.aka.Over.the.Mountains.2005.1080p.BluRay.x264-HD4U.6.56GB,magnet:?xt=urn:btih:da4017178f2085abe6ce4231d5b446032a811d60  ,,
  梦土.Dreamland.2016.1080p.WEB-DL.DD5.1.H264-FGT.3.1GB,magnet:?xt=urn:btih:a8239de6d469e5a89027b00cf335a2bc47dd8140  ,,
  不死警官.Officer.Downe.2016.720p.BluRay.H264.AAC-RARBG.1.11GB,magnet:?xt=urn:btih:f10ebe7a59d1c65c58c3a1db7c2f425e52e638d4  ,,
  针扎.Needlestick.2017.720p.WEB-DL.XviD.AC3-FGT.2.29GB,magnet:?xt=urn:btih:94366972a163ec61561253f93164f08c973fb224  ,,
  友军倒下.Man.Down.2015.720p.BluRay.x264-ROVERS.4.37GB,magnet:?xt=urn:btih:1804d737c55bfd32459ca4690168023c70eb66fe  ,,
  笑傲江湖2：东方不败.The.Legend.of.the.Swordsman.1992.720p.BluRay.x264-GiMCHi.4.37GB,magnet:?xt=urn:btih:4784dad18151cc0c6497ff7135eaf54305d4b3ac  ,,
  第89届奥斯卡颁奖典礼.The.89th.Annual.Academy.Awards.2017.720p.HDTV.x264-PLUTONiUM rarbg .2.74GB,magnet:?xt=urn:btih:5fa21edb20bf2e374637b0711ad75345ede37f09  ,,
  醉汉的婚礼.Drunk.Wedding.2014.1080p.WEB-DL.DD5.1.H264-FGT.3.04GB,magnet:?xt=urn:btih:8e641bfcb61d65e1eeb5af1c7a3fc57f5133375b  ,,
  醉汉的婚礼.Drunk.Wedding.2014.1080p.WEB-DL.DD5.1.H264-FGT.3.04GB,N  ,,
  干涸的夏天.Susuz.yaz.(1964).2.07GB,magnet:?xt=urn:btih:c3384da39734472ebe4cd4ac00a154611b2b2605  ,,
  Wolves.2016.720p.WEB-DL.XviD.AC3-FGT.3.69GB,magnet:?xt=urn:btih:8b1d21296205c1266662406221649a0bb006ed34  ,,
  乖乖宝贝.Baby.Baby.Baby.2015.1080p.WEB-DL.DD5.1.H264-FGT.3.4GB,magnet:?xt=urn:btih:1274a72187ecdf375cfa88de9502a6f3c749505f  ,,
  特写.Close-Up.1990.PROPER.720p.BluRay.x264-SADPANDA rarbg .4.37GB,magnet:?xt=urn:btih:3ced84f859720aa6ed2f9e77742b4f99249eb3c5  ,,
  The.Dog.Lover.2016.720p.BluRay.x264-GUACAMOLE.4.37GB,magnet:?xt=urn:btih:240e35744f3502df7d8ffea3c681db8fd61ec17f  ,,
  The.Dog.Lover.2016.720p.BluRay.x264-GUACAMOLE.4.37GB,N  ,,
  情圣.Some.Like.It.Hot.2016.4k&1080p.WEB-DL.x264.AAC-HQC.8.67GB,magnet:?xt=urn:btih:b0b8ac3adfe8a0ef4e6710efe3cd9b65ade9f8c8  ,,
  Blowtorch.2017.1080p.WEB-DL.DD5.1.H264-FGT.2.78GB,magnet:?xt=urn:btih:15929dc2e0cc4a3bd4ed9a439cbbb6b451b7d8cb  ,,
  巫毒.VooDoo.2017.720p.WEB-DL.XviD.AC3-FGT.2.12GB,magnet:?xt=urn:btih:0d1bae4c7e60a6eda58a76605cd3c134bfd3b804  ,,
  掌上明珠.Apple.of.My.Eye.2016.1080p.WEB-DL.DD5.1.H.264-FGT.3.31GB,magnet:?xt=urn:btih:027bd4f6af0353aec6787ee70ca625d5add607c8  ,,
  After.Words.2015.1080p.WEB-DL.DD5.1.H264-FGT.3.05GB,magnet:?xt=urn:btih:d02002184644e6aacc487f0bdffb0a0205601bea  ,,
  黄昏.Dusk.2015.1080p.WEB-DL.DD5.1.H264-FGT.3.41GB,magnet:?xt=urn:btih:d700ffa85bf123f176d6c5fcb9afb671e2980722  ,,
  薰衣草.Lavender.2016.720p.WEBRip.XviD.MP3-FGT.1.94GB,magnet:?xt=urn:btih:6f31c92270bf8e0fe4d4658d168ffa0b234c9b3f  ,,
  薰衣草.Lavender.2016.720p.WEBRip.XviD.MP3-FGT.1.94GB,N  ,,
  Whos.Driving.Doug.2016.1080p.WEB-DL.DD5.1.H264-FGT.3.23GB,magnet:?xt=urn:btih:96e4633cbed51d42f7e3364c14fa4ed91e82ec96  ,,
